Oreland,Oreland Regional Rail Station,40.11819655,-75.18382987,-1,[],-1,16,[-1],$
Penllyn,Penllyn Regional Rail Station,40.16971177,-75.24395843,-1,[],-1,16,[-1],$
Pennbrook,Pennbrook Regional Rail Station,40.23028585,-75.28176961,-1,[],-1,16,[-1],$
Allegheny,Allegheny Regional Rail Station,40.00385904,-75.16542599,-1,[],-1,16,[-1],$
