East Falls,East Falls Regional Rail Station,40.01140609,-75.19204098,-1,[],-1,16,[-1],$
Elm Street,Elm Street Regional Rail Station,40.12084731,-75.34508631,-1,[],-1,16,[-1],$
Ivy Ridge,Ivy Ridge Regional Rail Station,40.03409194,-75.23547313,-1,[],-1,16,[-1],$
Main Street,Main Street Regional Rail Station,40.11694899,-75.34879199,-1,[],-1,16,[-1],$
Manayunk,Manayunk Regional Rail Station,40.02678819,-75.22496811,-1,[],-1,16,[-1],$
Miquon,Miquon Regional Rail Station,40.0585291,-75.26639589,-1,[],-1,16,[-1],$
Norristown Transportation Center,Norristown Transportation Center Regional Rail Station,40.11267529,-75.34404389,-1,[],-1,16,[-1],$
Spring Mill,Spring Mill Regional Rail Station,40.07421606,-75.286083,-1,[],-1,16,[-1],$
Wissahickon,Wissahickon Regional Rail Station,40.01656685,-75.21020705,-1,[],-1,16,[-1],$
49th Street,49th Street Regional Rail Station,39.94360933,-75.21643676,-1,[],-1,16,[-1],$
Angora,Angora Regional Rail Station,39.94483437,-75.23853412,-1,[],-1,16,[-1],$
Clifton-Aldan,Clifton-Aldan Regional Rail Station,39.92667114,-75.29032688,-1,[],-1,16,[-1],$
Elwyn,Elwyn Regional Rail Station,39.90781696,-75.41118722,-1,[],-1,16,[-1],$
Fernwood-Yeadon,Fernwood-Yeadon Regional Rail Station,39.93968139,-75.25605037,-1,[],-1,16,[-1],$
Gladstone,Gladstone Regional Rail Station,39.93273434,-75.28214767,-1,[],-1,16,[-1],$
Lansdowne,Lansdowne Regional Rail Station,39.93727649,-75.27160506,-1,[],-1,16,[-1],$
Media,Media Regional Rail Station,39.91423358,-75.394656,-1,[],-1,16,[-1],$
Morton,Morton Regional Rail Station,39.90803507,-75.32836176,-1,[],-1,16,[-1],$
Moylan-Rose Valley,Moylan-Rose Valley Regional Rail Station,39.90583901,-75.38808654,-1,[],-1,16,[-1],$
Primos,Primos Regional Rail Station,39.92167749,-75.29836831,-1,[],-1,16,[-1],$
