Roslyn,Roslyn Regional Rail Station,40.12090929,-75.13404812,-1,[],-1,16,[-1],$
Warminster,Warminster Regional Rail Station,40.19514251,-75.08897602,-1,[],-1,16,[-1],$
Willow Grove,Willow Grove Regional Rail Station,40.14368513,-75.11434728,-1,[],-1,16,[-1],$
Bethayres,Bethayres Regional Rail Station,40.1164771,-75.0686901,-1,[],-1,16,[-1],$
Forest Hills,Forest Hills Regional Rail Station,40.12782133,-75.02092037,-1,[],-1,16,[-1],$
Langhorne,Langhorne Regional Rail Station,40.16066101,-74.913019,-1,[],-1,16,[-1],$
Meadowbrook,Meadowbrook Regional Rail Station,40.11132062,-75.092473,-1,[],-1,16,[-1],$
Neshaminy Falls,Neshaminy Falls Regional Rail Station,40.14682773,-74.9621693,-1,[],-1,16,[-1],$
Noble,Noble Regional Rail Station,40.10434546,-75.12461319,-1,[],-1,16,[-1],$
Philmont,Philmont Regional Rail Station,40.12186978,-75.04375403,-1,[],-1,16,[-1],$
Rydal,Rydal Regional Rail Station,40.10737819,-75.11064413,-1,[],-1,16,[-1],$
Somerton,Somerton Regional Rail Station,40.13062644,-75.0120294,-1,[],-1,16,[-1],$
Trevose,Trevose Regional Rail Station,40.14014229,-74.98274667,-1,[],-1,16,[-1],$
West Trenton,West Trenton Regional Rail Station,40.25729674,-74.81551829,-1,[],-1,16,[-1],$
Woodbourne,Woodbourne Regional Rail Station,40.19084857,-74.89091083,-1,[],-1,16,[-1],$
Yardley,Yardley Regional Rail Station,40.23509412,-74.83094707,-1,[],-1,16,[-1],$
Chester Transportation Center,Chester Transportation Center Regional Rail Station,39.84955252,-75.35993079,-1,[],-1,16,[-1],$
Churchmans Crossing,Churchmans Crossing Regional Rail Station,39.69453224,-75.67314704,-1,[],-1,16,[-1],$
Claymont,Claymont Regional Rail Station,39.79785217,-75.45199397,-1,[],-1,16,[-1],$
Crum Lynne,Crum Lynne Regional Rail Station,39.8718517,-75.33096636,-1,[],-1,16,[-1],$
