North Philadelphia,North Philadelphia Regional Rail Station,39.99721199,-75.15658399,-1,[],-1,16,[-1],$
Queen Lane,Queen Lane Regional Rail Station,40.02325803,-75.17806726,-1,[],-1,16,[-1],$
St. Martins,St. Martins Regional Rail Station,40.06580371,-75.20452616,-1,[],-1,16,[-1],$
Tulpehocken,Tulpehocken Regional Rail Station,40.03512289,-75.18695814,-1,[],-1,16,[-1],$
Upsal,Upsal Regional Rail Station,40.04238197,-75.19018317,-1,[],-1,16,[-1],$
Bala,Bala Regional Rail Station,40.00104271,-75.22776262,-1,[],-1,16,[-1],$
Cynwyd,Cynwyd Regional Rail Station,40.00685826,-75.23186776,-1,[],-1,16,[-1],$
Wynnefield Avenue,Wynnefield Avenue Regional Rail Station,39.99021325,-75.22564667,-1,[],-1,16,[-1],$
Cheltenham,Cheltenham Regional Rail Station,40.05787068,-75.09286918,-1,[],-1,16,[-1],$
Fox Chase,Fox Chase Regional Rail Station,40.07590997,-75.08352382,-1,[],-1,16,[-1],$
Lawndale,Lawndale Regional Rail Station,40.05136765,-75.1032318,-1,[],-1,16,[-1],$
Olney,Olney Regional Rail Station,40.03339561,-75.12251393,-1,[],-1,16,[-1],$
Ryers,Ryers Regional Rail Station,40.06364549,-75.08673115,-1,[],-1,16,[-1],$
30th Street Station,30th Street Station Regional Rail Station,39.95651628,-75.18180597,-1,[],-1,16,[-1],$
Elkins Park,Elkins Park Regional Rail Station,40.07122806,-75.12767676,-1,[],-1,16,[-1],$
Fern Rock Transportation Center,Fern Rock Transportation Center Regional Rail Station,40.04088499,-75.13480883,-1,[],-1,16,[-1],$
Glenside,Glenside Regional Rail Station,40.10135393,-75.1537464,-1,[],-1,16,[-1],$
Jefferson,Jefferson Regional Rail Station,39.9526408,-75.15837203,-1,[],-1,16,[-1],$
Jenkintown-Wyncote,Jenkintown-Wyncote Regional Rail Station,40.09314695,-75.13772812,-1,[],-1,16,[-1],$
Melrose Park,Melrose Park Regional Rail Station,40.05947879,-75.12914065,-1,[],-1,16,[-1],$
